8.179908543602383730e+00,4.908181368180423831e+00,9.773820012170362226e-01
6.964055666439374903e+00,4.600666355956859022e+00,9.980957662457601298e-01
8.382311434928201521e+00,4.321673226391103739e+00,1.093394872692178055e+00
1.370219014349276421e+01,4.198940605221402222e+00,1.209153570726374305e+00
7.954719333668384351e+00,4.260462969673469047e+00,1.316417259971107478e+00
4.360048885283014819e+00,4.185898891644602493e+00,1.406147547821904098e+00
3.338376733015965492e+00,4.203239806510615573e+00,1.289202149677725506e+00
3.847469767226845860e+00,4.106928124785373058e+00,1.249843360197114173e+00
2.906032901071792462e+00,3.881338477442737300e+00,1.295914826647713403e+00
2.291438619245630637e+00,3.906596708518613070e+00,1.192078984441902190e+00
2.057476788498898479e+00,4.000570155222951563e+00,1.042510146281423911e+00
1.934813203648163338e+00,3.823015256445634336e+00,1.013946384708703574e+00
1.869042770947590082e+00,3.808381081633924303e+00,9.869059811473155364e-01
1.899939297118434345e+00,3.907558199297570312e+00,9.283492443008258821e-01
1.983366760567026432e+00,3.946117868595100386e+00,9.005402607697866602e-01
2.095028817621567452e+00,3.748671640068737432e+00,9.058401041645754992e-01
1.998115717288933224e+00,3.533445514782315389e+00,8.945118086830502468e-01
1.951374155447066494e+00,3.382590943464658384e+00,8.868913343390313342e-01
1.820961523655528103e+00,3.238136862193366827e+00,8.987438345730944800e-01
1.760856005116300693e+00,3.494494146332864037e+00,8.815570961075920309e-01
1.766957586436783689e+00,3.982397212423886668e+00,8.698951823362419677e-01
1.824483652899618003e+00,4.220921969541999275e+00,8.622029806807934849e-01
1.912632095710169233e+00,4.083469458822911236e+00,8.781421282390068361e-01
1.837609207574985248e+00,4.229017408367344188e+00,8.627496103822438478e-01
1.771605215792225074e+00,4.300958579981129404e+00,8.814436550391628877e-01
1.759341757690495944e+00,4.154502929115520438e+00,9.488700451445098993e-01
1.731928006265678555e+00,4.175395379742611546e+00,9.969906584573042796e-01
1.675730530622668635e+00,4.369258448988666999e+00,1.028049759810198083e+00
1.486369773630882296e+00,4.349280920226598290e+00,1.066456938110837749e+00
1.347653603323931248e+00,4.175928862208120762e+00,1.132490284429354732e+00
1.271900052139185000e+00,3.960338694288485506e+00,1.247801503037696769e+00
1.224704172594775375e+00,3.869301957671525738e+00,1.412988967151632691e+00
1.231776100128453733e+00,3.858179147178060209e+00,1.535819247116838593e+00
