2.784704399952070419e-01,4.267463798657433749e-01,1.721333446690314961e+00
4.092036180392932265e-01,6.685284326462433979e-01,1.455550598587683764e+00
4.600041651698790202e-01,7.921608127018555656e-01,1.380495059475294717e+00
4.448698220128728953e-01,9.158753561815201616e-01,1.389652074918193092e+00
4.448216183618315944e-01,1.148151261388682176e+00,1.377549685903967092e+00
4.183380642910212721e-01,1.381682249920626049e+00,1.520743939393098820e+00
4.098474092554970638e-01,1.704337261711909024e+00,1.517069953534252669e+00
4.289524441839218660e-01,1.995982810272994401e+00,1.440441451092824066e+00
4.877063007719285581e-01,2.266979361535349291e+00,1.267518132821857879e+00
5.800912638872965932e-01,2.596336752261004577e+00,1.079329730883329397e+00
6.627243118300164548e-01,2.877469666282358673e+00,9.988397519802280078e-01
6.738004761922120611e-01,3.016536236955579930e+00,1.051274039145962735e+00
6.785471227170394304e-01,3.257527669685822413e+00,1.059831492352758309e+00
7.558648460162238347e-01,3.520597705350757334e+00,1.002497981340055411e+00
8.411678722539692732e-01,3.534716909449636013e+00,1.027809410626795206e+00
8.782023608278670679e-01,3.581755787383372525e+00,1.069451497779429161e+00
9.211197950133291901e-01,3.924668849076764943e+00,1.048494492288344349e+00
8.916608686106725079e-01,4.092968059917604151e+00,1.096490741012523751e+00
9.029275330510657671e-01,3.914272304849291562e+00,1.153089234915548822e+00
9.375158736781709079e-01,3.710074271452098671e+00,1.158001203873762597e+00
9.766173053445674768e-01,3.685814444388614497e+00,1.130078985708259598e+00
1.269179315311518952e+00,4.175329486867100037e+00,1.101229588905372259e+00
1.797816226491398384e+00,5.170498473942186202e+00,1.099738594238286460e+00
4.863630723448131299e+00,6.776494538179398397e+00,1.032247598299528946e+00
-8.796172127397438700e+00,7.009548511718476149e+00,9.890179539682678600e-01
5.214327504269976998e+01,5.625126954754395392e+00,1.023065114042539303e+00
