0,1,2,3,4,5,6,7,8,9
(0.01705457567770711+0j),(-0.014310161200834701+0j),(0.06861036192181022+0j),(0.1119329047352961+0j),(0.01136971711847141+0j),(-0.02097516778752484+0j),(0.060377118491192996+0j),(0.09801480274544316+0j),(0.008233243430617227+0j),(-0.02313149344792459+0j),(0.05547637835392084+0j),(0.09860289156191582+0j),(0.013918101989852927+0j),(-0.014114131595343814+0j),(0.067238154683374+0j),(0.11095275670784167+0j)
(0.0537408179126479-0.008900911324084363j),(-0.03784187268303024-0.0050065507755826565j),(0.19832538822029205-0.004853737250963071j),(0.3297826465565-0.00852804085670661j),(0.03533783338345388-0.0046737231923265005j),(-0.058528441589598496-0.005440243486046687j),(0.17578736574003942-0.005528266263149954j),(0.2920828796606556-0.005121774086702911j),(0.026796848944557604-0.00293498384604034j),(-0.06461503656812627-0.004568889560688588j),(0.16084041843007202-0.0039655724710703265j),(0.29380161233961677-0.002406847183420739j),(0.04162711062866481-0.009154589975911823j),(-0.037822558279684435-0.005321051670496394j),(0.19532253359475693-0.006334829440991736j),(0.32747592402287673-0.007403008279521054j)
(0.04793467198397246-0.027482068349771627j),(-0.007500220424531729-0.018152215777964345j),(0.11746931586770251-0.01985237718647917j),(0.1962382950012176-0.032667969385361637j),(0.03302787156855325-0.013693136148957835j),(-0.02160413853087257-0.019312800134977402j),(0.10463656674029403-0.017995646847643803j),(0.18232342965221424-0.021237765603059268j),(0.02842241000005318-0.0068937390945179025j),(-0.024937248405230875-0.015668335506422368j),(0.0981798124093261-0.013124411604172947j),(0.18744084613688633-0.011352801835016491j),(0.02937345263058428-0.023627707771605826j),(-0.00922409783399706-0.01706599677262142j),(0.11587419013191899-0.01728460565753724j),(0.19911215330150916-0.02479635953883444j)
(0.0016073887962044595-0.018466048967601838j),(0.041572528613587664-0.01643623309721237j),(-0.07970725480894916-0.025253296705233j),(-0.1559073479197589-0.03678541951945087j),(0.0087646563172635-0.011627240092944793j),(0.05029740843752975-0.018369073479149116j),(-0.07588514116026684-0.014798073649492385j),(-0.12906308595214802-0.02500568185399152j),(0.011356105572277883-0.0029078349360292335j),(0.05230724215825659-0.016000376829192517j),(-0.05836533955486375-0.01253507849537272j),(-0.12073161697734569-0.014069438827567428j),(-0.010267167890309934-0.010183400407899114j),(0.03806664629710965-0.01774056317589132j),(-0.08267327136305341-0.008289721697142191j),(-0.14758865683663203-0.01861249186887559j)
(-0.004639531036313692+0.008412971098202717j),(0.010817984232676388+0.008179140791277744j),(-0.01617351037168347-0.0029500407437529725j),(-0.042939045748796575+4.843931661506137e-05j),(0.008540050642232754-0.0077871632347973375j),(0.013597234621167926+0.00301528201208126j),(-0.021453679076756018+0.0030608348170314322j),(-0.04368803570088639+0.0026431517671516276j),(0.009052680626126224-0.0024132618563012017j),(0.012177023876047877-0.0029436762418834726j),(-0.009349131149970422-0.0015833647227719051j),(-0.04769845149637093+0.00469140850595799j),(0.0016219017279888734+0.009015710445822618j),(0.005652308307055267-0.007346044288337884j),(-0.021071486456199745+0.006414029235598403j),(-0.051285675803325714+0.016825734595482107j)
