0,1,2,3,4,5,6,7,8,9
(0.0025483848713815224+0j),(-0.030188559245596498+0j),(0.035873417804832206+0j),(0.06390565139002896+0j),(0.006665006586690134+0j),(-0.03234488490599625+0j),(0.03548135859385043+0j),(0.06802227310533757+0j),(0.008233243430617227+0j),(-0.03489326977737778+0j),(0.03214885530050537+0j),(0.06096520730766565+0j),(0.009997509880035203+0j),(-0.027052085557742314+0j),(0.036657536226795746+0j),(0.06351359217904719+0j)
(0.012093202397193796+0.005220186543288519j),(-0.08947244560894764+0.00011522331112025437j),(0.10521890302951063-0.0013450895199437264j),(0.18392397820539194-0.006766069480833499j),(0.021905647040510515+0.006443631577059685j),(-0.09688834732491466+0.0006913398667215271j),(0.1075713572572117-0.0011250325771855587j),(0.19633028711159498-0.008691244060808534j),(0.026173408171084257+0.0039655724710703265j),(-0.1046335464443083-0.0004272715354117264j),(0.09545263573688181+0.002708505728229868j),(0.17410626702315546-0.006640456490230902j),(0.032028720548930883+0.005233028893393127j),(-0.08089948502455203-0.0006577181576522352j),(0.11048756937690102-0.0003832601468600931j),(0.18330530165048434-0.009535397452149647j)
(0.014488840072638329+0.021307057892541583j),(-0.05551169688657251+0.001682090732687185j),(0.05875511989167269-0.0016669748117398133j),(0.08685389345887193-0.012004637946892048j),(0.014816691436086823+0.023269190200402474j),(-0.062013841108756684+0.0019181104816373463j),(0.06991548580542883-0.00023815494476564633j),(0.09760204187748392-0.019935820652884448j),(0.014300184369579666+0.015164809495268237j),(-0.06742455090735866-0.0003853154690398342j),(0.055563586948127706+0.012838399553847062j),(0.07456129717795443-0.015145318087778078j),(0.019506935213032036+0.018261505573782463j),(-0.05275146431833483-0.0023668172009711523j),(0.0679854108809281+0.0016710347905755344j),(0.08042408756893377-0.028830655602903127j)
(-0.005167216820979209+0.023426027655367963j),(0.040511977459363004+0.004386447348450262j),(-0.05778640498822846-0.0005669692493697871j),(-0.1280780087206823+0.01771463694089815j),(-0.012015277457958926+0.02219961348941067j),(0.04310431646403359+0.0019548328309376565j),(-0.04950918100488451+0.004578538906033845j),(-0.13251753615719392+0.007053363244537671j),(-0.02257384488922964+0.01861647217344601j),(0.04459762309312163+0.0036779564445676297j),(-0.04989915949295818+0.016438828118943608j),(-0.145925561074104+0.005585897526881042j),(-0.023945295506853898+0.020949002344016893j),(0.030692892051099457-0.000973869598783723j),(-0.052356605955534645+0.009984279883461901j),(-0.16014136857804312-0.011945812298885769j)
(-0.010991607445467457-0.009421557547177089j),(0.01979005731896031+0.0010786924257148245j),(-0.017049881459048087-0.009811681018729004j),(-0.030337524665355803+0.03867869585158316j),(-0.0008909235262521123-0.007321701197896453j),(0.023379983850703653+0.0014568621571434117j),(-0.02760378455746666-0.0002005080041202115j),(-0.0452852305476001+0.03380327575449762j),(-0.009509972444197967+0.004504055316320843j),(0.021751397797272403+0.008705157213515238j),(-0.013653704888438572-0.0027166947997734267j),(-0.053704551917721596+0.025078134338334397j),(-0.011776153772504915+0.010701648174649468j),(0.011684819008448774+0.006831979248049605j),(-0.010533618501244409+0.012992364979872545j),(-0.07168972015266908+0.030019387681690147j)
