1.314463735227861529e-01,-9.438953378090886304e-02,2.735812326496561142e-01,5.661780919474159735e-01,1.526109945683689628e-01,-1.085714855724137645e-01,2.064876010536987327e-01,4.921219762767085060e-01,1.006021572492727251e-01,-1.287184605188985698e-01,1.584746593530835523e-01,4.790056732147094931e-01,1.293359719558758447e-01,-1.171050810369346495e-01,2.023462042646630432e-01,5.159130097328283870e-01
3.424310603104176870e-02,-1.570016778360549536e-01,2.463762673729823494e-01,5.176984980348150467e-01,6.649283884747687889e-02,-1.201734327990088558e-01,2.963919290913327731e-01,5.703970262256967683e-01,3.196211157857711815e-02,-1.348677638310917248e-01,3.307837767641493842e-01,5.520805722340976773e-01,8.113128036413504857e-03,-8.317273006872025198e-02,3.247856999878468431e-01,6.216719816293391210e-01
3.192209895417000287e-02,-7.536602431353403575e-02,3.097817891464402229e-01,6.186612769912049892e-01,9.207295578070325004e-02,-8.941104074725514383e-02,2.498864187825561856e-01,5.449561696023018653e-01,7.085580783312786513e-02,-1.501737773654319708e-01,2.315859203119881582e-01,5.383817914821917849e-01,9.875956718796315148e-02,-1.103076741450337711e-01,2.723368281785297218e-01,5.636474109317459735e-01
8.612332616687226605e-02,-1.613124615608149681e-01,2.177284158166700734e-01,4.449136827964296215e-01,4.407697789053144355e-02,-1.900075820060784237e-01,2.182829565251871440e-01,4.712810640524947026e-01,3.070968859050976496e-02,-2.289270899332086218e-01,2.403337598958431298e-01,4.162038680698570969e-01,-4.429064213672419953e-02,-2.041544420324548081e-01,1.855027749143677573e-01,3.034491523317096595e-01
-6.380117951621058769e-02,-2.138547245132724761e-01,1.419177982399134619e-01,2.507710517045608767e-01,-4.310567519702449696e-02,-1.982991427933848694e-01,2.177702395615708220e-01,3.628947829072957099e-01,-1.013648162870980640e-01,-2.035433229429716717e-01,1.807304179862835591e-01,2.299356568523617528e-01,-7.716666478884068314e-02,-1.382117757831517746e-01,1.512795204081495426e-01,2.290866577320553044e-01
-4.349528237790165758e-02,-1.625930456949119529e-01,1.670193300334253672e-01,2.157049495047954346e-01,1.687331653428762041e-02,-1.313785472820602762e-01,2.311172927262238608e-01,2.995253860607342555e-01,1.471998961505310843e-02,-1.692390566991515133e-01,1.421738725242333856e-01,2.307152576063223326e-01,4.181378140970094803e-02,-1.560755808568863867e-01,1.307953289613656978e-01,2.932309844594608861e-01
5.150308801528617926e-03,-1.604508872628592209e-01,1.364971870760447736e-01,3.250424009955827365e-01,6.669005323589542733e-02,-1.534478230980226843e-01,1.653118458565646098e-01,4.527150319308430038e-01,4.198796971540737916e-03,-2.025555695705167913e-01,1.271801898498862715e-01,3.979151389145406115e-01,1.273075989971695667e-02,-1.618985229156197359e-01,1.603596220313493192e-01,3.891267701754307917e-01
8.272125145122069534e-02,-1.684963070114852690e-01,1.786748650692823182e-01,3.876921965785525837e-01,8.457817584060091376e-02,-1.618913816283554796e-01,2.123901318531147830e-01,4.454967844435916424e-01,7.479030375809744835e-02,-1.486975939429958093e-01,1.922453952502143348e-01,3.587046473464934326e-01,3.201953659647207434e-02,-9.910222024256856721e-02,1.422822765943106416e-01,3.897824633774872316e-01
3.351014883717698400e-02,-9.803212332515347238e-02,1.530250870649675354e-01,3.697037437916587121e-01,2.903328570109768580e-03,-9.621163940581048402e-02,1.655263454516394950e-01,4.592401446849905255e-01,-3.405581090835062275e-02,-1.490007855323836894e-01,1.702596911283441039e-01,3.749441572141686829e-01,-4.807813972057774221e-02,-1.304418837410082355e-01,1.209564002277138950e-01,4.040934686408144683e-01
8.476828142400447130e-02,-1.414903271535674356e-01,2.107438916518337424e-01,3.615728929027263172e-01,7.621059030408358637e-02,-1.347991977023434429e-01,2.377045236873292500e-01,4.594562175787618163e-01,9.844737149262636211e-02,-1.655409851570606161e-01,2.187832082751147433e-01,3.843841758357918192e-01,2.147958467635109336e-01,-9.785710185528868899e-02,2.366984263047871018e-01,4.205368091999983626e-01
