0,1,2,3,4,5,6,7,8,9
(0.006272947375708363+0j),(-0.029404440823632954+0j),(0.04410666123544942+0j),(0.09370215142464366+0j),(0.005096769742763045+0j),(-0.028620322401669403+0j),(0.042146365180540574+0j),(0.09527038826857075+0j),(0.003724562504326841+0j),(-0.030188559245596498+0j),(0.03842180267621372+0j),(0.08978155931482594+0j),(0.009213391458071657+0j),(-0.02313149344792459+0j),(0.046459016501340065+0j),(0.10017112840584291+0j)
(0.021579725448585295+0.012229544996467135j),(-0.08813529572687265+0.009171400830446468j),(0.12547944689036897+0.008412817545586355j),(0.265982749724497+0.015560631339472178j),(0.01609616303376022+0.012263166705536429j),(-0.08553279139835702+0.009100188907877846j),(0.12077553556437307+0.00637884082954337j),(0.27018655856407203+0.012269587880588734j),(0.009616513999636273+0.013354577573652692j),(-0.09015179760516302+0.010103576998890846j),(0.1107219754865106+0.010503648000285583j),(0.2554307255850591+0.012893684329171675j),(0.029816189065149594+0.011046142846817566j),(-0.06744862785849394+0.010130777532907833j),(0.13191475263747954+0.007947955796675302j),(0.2837469984686043+0.011131712953298565j)
(0.022345553371060145+0.041452667792121596j),(-0.05912241684219458+0.028311492730935972j),(0.055515762280020794+0.02171851803626464j),(0.13510555121158374+0.03365033993520883j),(0.014316287738750393+0.038590692714314756j),(-0.05562716579898199+0.02742471701059366j),(0.05857833410303525+0.014866510308619603j),(0.1404862768509942+0.02910163406991748j),(0.005143825730245237+0.04822644559548022j),(-0.05735685836495079+0.031259462589846174j),(0.05512407773022759+0.02859113297083124j),(0.13470787057548395+0.03664282957996064j),(0.023692625000068468+0.04058361794662031j),(-0.037323104707592994+0.03198786209653116j),(0.06403938529107508+0.018757464239242884j),(0.14881468166496392+0.028364309333200034j)
(0.00320276673966864+0.03532170592266055j),(0.02798659276397941+0.025302558849472728j),(-0.0952720210258077+0.004777659430471047j),(-0.1604176047468633-0.003975544158207089j),(0.001567351791655259+0.0291099372848388j),(0.030068603230777084+0.023463926947898707j),(-0.07973362762128954+0.0012599868332077982j),(-0.1499436210963159+0.004127967456637599j),(-0.0020376501901847826+0.05022255175230837j),(0.03343083477557299+0.02693190629662912j),(-0.07658686345152926+0.015134360616924303j),(-0.14338264150545763+0.01820570965646729j),(-0.010099973761447069+0.045424489285860625j),(0.03146632354126026+0.0281211150210713j),(-0.08655885652678265+0.0039013719683802786j),(-0.1541405771789507+0.0006185086808688754j)
(-0.005872312908187874-0.017541687161324367j),(0.00015753935581780398+0.005308968506464721j),(-0.031358168928425065-0.022208583429815368j),(-0.08070631298982818-0.03339422940598398j),(0.001973578059115145-0.013083942795093489j),(-0.0002755716366399305+0.00492322587978176j),(-0.02094255856724915-0.013051698814199427j),(-0.05958076126498786-0.026337648907468272j),(-0.0003396962136388874+0.0006774784937503952j),(-0.002974940779482696+0.00392685777532799j),(-0.03153588316441045-0.0075812541166966245j),(-0.06335218334160328-0.026313134688977943j),(-0.009790536275947495+0.008510216490573388j),(-0.008914834575199131+0.002083044598116741j),(-0.030041691607087126-0.005021495692668241j),(-0.054626295497508-0.04655620903156657j)
