0,1,2,3,4,5,6,7,8,9
(0.007841184219635455+0j),(-0.015486338833780023+0j),(0.056260496775884385+0j),(0.08252846391166316+0j),(0.009017361852580773+0j),(-0.016270457255743567+0j),(0.05410417111548462+0j),(0.08115625667322693+0j),(0.00744912500865368+0j),(-0.01921090133810686+0j),(0.05704461519784792+0j),(0.08017610864577251+0j),(0.008429273036108114+0j),(-0.011957805934944065+0j),(0.0531240230880302+0j),(0.0803721382512634+0j)
(0.03856547585882394-0.011513457266350889j),(-0.043394849566602785+0.0004608932444810188j),(0.1732436061121384-0.007219025716454443j),(0.25488530390227143-0.011069374876404517j),(0.044357382848884325-0.0061988267709067995j),(-0.045256135974151804+0.0008065631778417824j),(0.1700831550489749-0.0038567703350023772j),(0.2522622946869665-0.0064460842476819534j),(0.039792201498572904-0.006697310228887145j),(-0.05515885123738864+0.0018979740459580488j),(0.17902886044100644-0.0026061247672142227j),(0.25031227940732426-0.008161591564381164j),(0.043820289980617294-0.005155395795772203j),(-0.03369963516756688+0.001782750734837794j),(0.16530163484521238-0.002463700922076981j),(0.24873138082124358-0.008310436584570712j)
(0.055344033303578614-0.028475475848318783j),(-0.020560949510184327+0.00028869985811909917j),(0.11755801460562926-0.025597058637337914j),(0.18034155979941097-0.02914185627575231j),(0.06304881235777887-0.014509993545040368j),(-0.020472711380381675+6.832145371823896e-05j),(0.1263448010734199-0.01736259587574885j),(0.17909315316365523-0.014681216095638204j),(0.05947505845264295-0.01841295736503145j),(-0.027300537664959424+0.0036501240797364326j),(0.13297758920571587-0.011621856904042372j),(0.17922815725392072-0.022645204938471022j),(0.06471635506714381-0.014118949188855302j),(-0.01462485722938668+0.005587935884758808j),(0.12116060887258503-0.00814715633057092j),(0.17175004134179245-0.022231840887071544j)
(0.003851529474822273-0.010128300958959198j),(0.026676508791186923-0.0016475877752910107j),(-0.08038833009987072-0.031171554744328596j),(-0.09705831233879324-0.015781665256799908j),(0.00330882247243138-0.004928915120267275j),(0.028810951797183366-0.004185466266294928j),(-0.06064445886118098-0.029094087848250405j),(-0.09734768800698575-0.005344380379069973j),(0.006327868444052899-0.010930890675370099j),(0.03587542538363682-0.0011166142285442592j),(-0.06292932535607243-0.020040169150045424j),(-0.09497034152612657-0.01307556636286989j),(0.009792769007597357-0.0061064231414618515j),(0.024774133900099134+0.005286036227968995j),(-0.05345601310044208-0.011292640558476005j),(-0.10439561197886162-0.013534854212082887j)
(-0.03984958205782738+0.009853941100171574j),(0.0018422296337777793-0.003678999075356306j),(-0.06390532751624713-0.012670775000754284j),(-0.07794173770280637+0.0009543275266599097j),(-0.04286268495838746-0.0013157984599229309j),(0.006001156906440814-0.004026761792343475j),(-0.05172593962146574-0.021267579365261906j),(-0.06527262701685503-0.007841177151615902j),(-0.029330515430288473-0.0035423187034303054j),(0.013834623245417522-0.004016172813352202j),(-0.05130454815698465-0.018717045159092748j),(-0.05628501351299601-0.0022243704193090083j),(-0.021309293984976583+0.0023954469545015584j),(0.011689601056582085+0.0006517803193761623j),(-0.03302268042911784-0.018429656022193985j),(-0.051780010267038885-0.013754709814528367j)
