0,1,2,3,4,5,6,7,8,9
(0.01666251646672534+0j),(-0.0229354638424337+0j),(0.04900740137272158+0j),(0.08586096720500822+0j),(0.025875907924796996+0j),(-0.016858546072216228+0j),(0.056652555986866145+0j),(0.08919347049835329+0j),(0.016662516466725338+0j),(-0.0272481151632332+0j),(0.049987549400176017+0j),(0.08154831588420872+0j),(0.017446634888688885+0j),(-0.02097516778752484+0j),(0.04939946058370334+0j),(0.08096022706773606+0j)
(0.04794871299896666-0.0023924889995083597j),(-0.0685584178546016-0.0044096548610167j),(0.141305151613544-0.01474122581152579j),(0.2598198519639256-0.010765263660973119j),(0.07265591852060169+2.7200534016987247e-05j),(-0.050105880163218326-0.0047113134058258295j),(0.16377768233976298-0.014751615491008127j),(0.271954960017502-0.008100769321294886j),(0.045676696557321116-0.004436855395033686j),(-0.07983517441994917-0.005182596329789189j),(0.14805918167296692-0.015568568348332252j),(0.2473866801103805-0.007145361123263558j),(0.04823292457333841-0.0028069181848154766j),(-0.060775233508747424-0.003887939373449402j),(0.14897930012413646-0.01621589682650215j),(0.24687739065511796-0.010117935182803222j)
(0.025755300609706516-0.009422422987496456j),(-0.04431328002901695-0.014925700603246432j),(0.0727996667192364-0.04537963710414452j),(0.16457364931150575-0.03890872700136426j),(0.03679890544771296-0.00033581082741429135j),(-0.03234381424350575-0.014601347053222222j),(0.08778181856832214-0.044549639235658606j),(0.1829711463344454-0.028093055998063273j),(0.020581695853921583-0.012440689748668897j),(-0.047837373760710455-0.018128002474941392j),(0.08627375809479823-0.04934739812248793j),(0.1571965073704211-0.026167254082408713j),(0.019412663720462846-0.008345223457693098j),(-0.03421355268203357-0.015245472737668898j),(0.09631324474986483-0.05107351068139867j),(0.16327098618606517-0.04014479882251084j)
(-0.0195284095058013-0.015897962996506424j),(0.03028393237922883-0.014236588124537871j),(-0.0829974470989935-0.02877242855175525j),(-0.12471493486632952-0.038209018476111356j),(-0.03242446471566811-0.0019826637942348103j),(0.021076689724179774-0.011211428513432292j),(-0.09161977342421142-0.024157677786153776j),(-0.10710634752727448-0.02797630449381154j),(-0.01898874949894067-0.005848246538169389j),(0.03889401728491565-0.01707360078121564j),(-0.08137585931487634-0.03192732433054277j),(-0.11817038950947954-0.024934244457228645j),(-0.029651512552050903-0.001260764258210702j),(0.03268601598844198-0.016361173743348414j),(-0.0668789459446881-0.0331325246820981j),(-0.10945929874659048-0.045832590904995446j)
(0.016615121282038924-0.017654552907698524j),(0.019389982882089173+0.0018064423639332647j),(-0.014628826332414337+0.0301826667244806j),(-0.04836809611230561+0.010040365016620069j),(0.011992944388996108-0.002896323065606479j),(0.011641532927316145+0.002705051436970301j),(-0.028509195730580462+0.03820486865958777j),(-0.042344090524139746+0.0005420821858864375j),(0.0180841952269217+0.010980874918777436j),(0.01878321673714629+0.0018974012832857177j),(-0.04011904935869057+0.034103355441237604j),(-0.04534460874593196+0.011013718196638617j),(0.009605090971771906+0.01960430710799871j),(0.013978798360404363+0.001888619994646467j),(-0.037701530218978756+0.03238166882338554j),(-0.05954720200287521+0.008651889783613871j)
