0,1,2,3,4,5,6,7,8,9
(-0.007057065797671907+0j),(-0.030384588851087385+0j),(0.02195531581497927+0j),(0.053516082299011974+0j),(-0.005684858559235705+0j),(-0.031952825695014474+0j),(0.02509178950283345+0j),(0.05390814150999374+0j),(-0.013526042778871157+0j),(-0.036657536226795746+0j),(0.018622812521634204+0j),(0.049987549400176017+0j),(-0.002352355265890636+0j),(-0.029796500034614728+0j),(0.023523552658906363+0j),(0.05567240795941171+0j)
(-0.022815484716413502-0.010025943901269919j),(-0.08683314653741496-0.0019963865025436566j),(0.06308612877486572-0.00765668693134851j),(0.1551782077876169-0.01016836774640716j),(-0.018483323353439135-0.00798554601017463j),(-0.09061629583201028+0.00023044662224050918j),(0.070730679822054-0.005308209320391786j),(0.15340291802089084-0.004003162684569656j),(-0.04125153691273991-0.008083958466760237j),(-0.10587541147011637+0.0005593057010666268j),(0.0546911728378691-0.0046000585991356115j),(0.14695659124126395-0.009057693353133982j),(-0.0031191889870119706-0.00892811185810135j),(-0.08570587848642786+0.0003560596128431055j),(0.06849054284888915-0.007884680882966755j),(0.16213938744685735-0.01022031614381887j)
(-0.02181896744755816-0.02769944393557258j),(-0.04492321462106931-0.007787369801304724j),(0.03411004890879708-0.021478072632148307j),(0.0688049782579514-0.03972938589976763j),(-0.02016268071780501-0.022485435678427357j),(-0.04498657322956982-2.5274450094681268e-05j),(0.03175626933095041-0.014648073575746908j),(0.0686489429309293-0.023936921923534707j),(-0.03187334891521768-0.023070022280424665j),(-0.05828739859084089-0.001255134208082147j),(0.030231283901349878-0.01461542270244169j),(0.07801058769635785-0.036473428599403376j),(0.004081319426176769-0.026216534024535217j),(-0.04559738926010751-0.002650660278465716j),(0.039818296225564084-0.023839492845288846j),(0.08710477510868957-0.04587734579877792j)
(-0.003333208989671878-0.01382557730678829j),(0.050383175082260465-0.009428242381507992j),(-0.023567921792966726-0.011927607672165809j),(-0.12668600536265742-0.04807195155733296j),(-0.010212695612656692-0.011889839752996335j),(0.05452348155688213-0.0013293583324714624j),(-0.04212667726379256-0.0039337324775466295j),(-0.10916905184794108-0.0416389719261342j),(0.006011193619328935-0.011846017162586023j),(0.05506623337333076-0.00803515540305528j),(-0.027362150086088104-0.006439335242967504j),(-0.09143271341120576-0.036073941892945306j),(0.0035008841270052866-0.013712349863691974j),(0.04788615759999332-0.011922266138275317j),(-0.027283183908215755-0.008970606263843463j),(-0.09574335896526953-0.055691173686281716j)
(0.002125561556305435+0.012385552806529768j),(0.015055972004791598-0.0017142725707703843j),(0.018200214836261205+0.011481939154155685j),(-0.04108887753411223-0.004668094862425205j),(-0.00544692791350592+0.013266587144663446j),(0.016535427511703674-0.0035418928926862023j),(0.006429334536324348+0.018902749506550572j),(-0.02266532951174329-0.010635995733627411j),(0.003700757339532089+0.018271547848189854j),(0.017445898604716247-0.010788979555673131j),(-0.000126313856501227+0.01916001322962967j),(-0.025311062445222438+0.02223051755191437j),(-0.0038525569298841003+0.022339325110616003j),(0.015814356112621376-0.015369009329435895j),(0.0031876642005400115+0.027292551670745034j),(-0.030936594204949625+0.010814572972627157j)
