2.430330882211337307e-01,1.414638127920982147e-02,1.888949391136720279e-01,4.299299676629927403e-01,2.045373673921667412e-01,4.228496463531357386e-03,2.951597357468087601e-01,5.598254742621791014e-01,5.984623950260185843e-02,-1.194618163982103243e-01,1.242370881800861360e-01,6.345228700691608603e-01,1.202161948126657665e-01,-3.754217453210852151e-02,2.378837740052827665e-01,7.586964191274738756e-01
4.310905983257846963e-02,-4.523375592241073856e-02,2.304092019544424497e-01,8.499819985048983062e-01,1.984315672100092284e-02,-8.135203435184230891e-02,2.860404674883860743e-01,8.744562072945452069e-01,7.103219347717375232e-02,-1.107192906638579666e-01,1.955848315572876472e-01,8.711023313225030318e-01,1.788271012135379257e-01,-7.160787083772686412e-02,3.002528260922208148e-01,7.723423442346371015e-01
2.704156975698462362e-01,-3.345783996181013464e-02,3.643923142077802879e-01,7.493804248943987112e-01,4.004396920991989406e-01,6.466547823110038729e-02,5.285560930742292385e-01,8.160450505654459619e-01,4.614136071567053188e-01,9.749998043983468254e-02,6.554701798678311819e-01,8.060293739802901758e-01,5.361767145123979006e-01,1.466673135136415396e-01,8.011480267908011044e-01,8.514606715012970062e-01
4.778704799737340525e-01,1.707251024551939278e-01,7.398147029435927502e-01,8.837077630598522138e-01,4.249723330671534294e-01,1.519346950371927851e-01,6.803941721461913561e-01,8.603908124917480915e-01,2.121260868254994381e-01,2.055194333541399132e-03,4.103190181636821032e-01,7.633074373282109359e-01,2.092687971859916729e-01,-3.554628417244201644e-02,3.155369162714793396e-01,7.626240666481753916e-01
2.295004563543143888e-02,-2.585681360063522491e-02,2.187628265152443130e-01,7.334277667484850882e-01,4.697402734102179567e-02,-1.310849176310797427e-02,3.926484157044974888e-01,7.680653646006969648e-01,-4.768299780324567264e-03,-9.755186991092924809e-02,2.821340254315175544e-01,8.297244639518656095e-01,1.344008140217179681e-01,-2.427987265503078057e-02,3.934353261585902262e-01,8.375974238246751691e-01
1.502415042474365414e-01,1.987898129939381225e-02,3.643119130787040860e-01,6.943969497245535694e-01,2.439471549994622346e-01,-4.625595487208336749e-03,4.345847135761401470e-01,6.729804384408225593e-01,1.403976721899809765e-01,-1.021318788415415402e-01,2.502911703370833685e-01,5.979739377174537740e-01,2.483057425045535338e-01,8.359605912965844404e-03,3.600961743626316935e-01,5.276902811991532882e-01
2.104446370014896317e-01,1.299338082384824365e-02,3.308602382338252101e-01,4.089007183065447859e-01,1.537797310953730734e-01,-1.996490433032280243e-03,4.298952835388753502e-01,5.514753910132295101e-01,6.316874148820773860e-02,-8.939179048733938981e-02,2.365717150206200492e-01,4.347763387902781607e-01,2.078125692320103024e-01,4.242822964348544335e-02,3.336241391490157859e-01,4.970882362768814788e-01
1.746435726371172448e-01,1.301164637194840955e-02,2.860870619315470376e-01,4.009482868823036616e-01,1.451653100372302385e-01,1.078281848671908127e-02,3.364995886947778625e-01,5.087640763845457936e-01,2.358040174031207289e-02,-7.043156239885881020e-02,1.819953794759537336e-01,3.922640628072839863e-01,1.594690481489139389e-01,1.873579220283627667e-02,3.310360101453875270e-01,5.134472090493881202e-01
1.274799727799053595e-01,-1.864539726886519852e-02,2.784008137670739846e-01,3.538123767992610302e-01,1.415391280641034866e-01,3.541981235460685273e-02,2.987778741509175551e-01,4.609490168510664843e-01,9.934233370461316437e-02,-3.893926382454516999e-02,2.186275995011333628e-01,3.803394594996869493e-01,2.525448021944809995e-01,4.368059091452792392e-02,3.034427526182774670e-01,3.663804954821072157e-01
2.158699057907977059e-01,4.405311450665259920e-02,2.476608930741671932e-01,3.379209410994146179e-01,2.903412862205462242e-01,4.794636167571446339e-02,4.313454293358157665e-01,5.987639200948603468e-01,1.860626586585354403e-01,-8.504558180261799494e-02,3.869895283031338784e-01,5.062815837923557716e-01,3.082528851896398914e-01,-2.260594007320488458e-02,5.200056598912123906e-01,5.951157679628181763e-01
